title	category
လွန်ခဲ့တဲ့ ၂ နှစ်လောက်ကတည်းက ကရင်ပြည်နယ် မဲသဝေါဒေသကနေ မြိုင်ကြီးငူကို ထွက်ပြေးတိမ်းရှောင်လာတဲ့ ကရင်စစ်ရှောင်ဒုက္ခသည် ကလေးငယ်တွေအတွက် ဆရာ	3
ဆယ်တန်းရမှတ် ၄၀၀ ကျော်သူများ နိုင်ငံခြားဘာသာ တက္ကသိုလ်ဝင်ခွင့် လျှောက်နိုင်	3
ရန်ကုန်နိုင်ငံခြားဘာသာတက္ကသိုလ်မှာ တက်ရောက်ပညာသင်ကြားလိုတဲ့ ကျောင်းသူ ကျောင်းသားတွေ ပထမနှစ်သင်တန်း လျှောက်လွှာကို တိုက်ရိုက် လျှောက်ထားနိုင်ပြီလို့ ဒီကနေ့ ထုတ်ပြန်ပါတယ်။	3
ရခိုင်ပြည်နယ် ပညာရေးအသုံးစရိတ် ကျပ်သန်း ၁ဝ၅၃၆၃ ခန့် သုံးစွဲ	3
ရခိုင်ပြည်နယ်ရဲ့ ပညာရေးကဏ္ဍအတွက် ဆောက်လုပ်ရေး ငွေလုံးငွေရင်း အသုံးစရိတ်ဟာ ပြည်နယ်တွေထဲမှာ အများဆုံး ဖြစ်တယ်လို့ အစိုးရ	3
မြိတ်တက္ကသိုလ် ၃ ခုက ကျောင်းသားများကို ထိုင်းနိုင်ငံက ပညာသင်ဆုများပေးမည်	3
တနင်္သာရီတိုင်း၊ မြိတ်မြို့မှာရှိတဲ့ နည်းပညာတက္ကသိုလ်၊ ကွန်ပျူတာတက္ကသိုလ်နဲ့ မြိတ်တက္ကသိုလ်တွေအတွက် ထိုင်းနိုင်ငံက ပညာသင်ဆုတွေ ချီးမြှင့်ပေးသွားမယ်လို့ သိရပါတယ်။ ထိုင်းနိုင်ငံက	3
မူဆယ်ရှိ ကိုယ်ပိုင်အထက်တန်းကျောင်းနှင့် ဘော်ဒါဆောင်များကို ကေအိုင်အို အခွန်ကောက်	3
  ရှမ်းပြည်နယ်၊ မူဆယ်မြို့မှာရှိတဲ့ ကိုယ်ပိုင်အထက်တန်းကျောင်းနဲ့ ဘော်ဒါဆောင် ၂၁ ကျောင်းထံ အခွန်ငွေတွေပေးဆောင်ဖို့ ကေအိုင်အို ကချင်လက်နက်ကိုင်	3
ပညာရေး သတင်း သတင်းဓာတ်ပုံ	3
နွမ်းပါးတဲ့ကလေးငယ်တွေအတွက် ပန်းပျိုးသူများအခမဲ့စာသင်ဝိုင်း (ဓာတ်ပုံ)	3
ပန်းပျိုးသူများအခမဲ့စာသင်ဝိုင်းကို သူငယ်တန်းမှ တက္ကသိုလ်ဝင်တန်းထိ ကျောင်းသား ဦးရေ ၆၀ ကျော်နဲ့ မန္တလေးမြို့၊ ချမ်းအေးသာစံမြို့နယ် အ.ထ.က(၁၆)	3
တက္ကသိုလ်ဝင်တန်းစာမေးပွဲ အောင်စာရင်း  ဇွန်လ ၂ ရက်မနက် ကြေညာမည်	3
၂၀၁၈ ခုနှစ်အတွက် တက္ကသိုလ်ဝင်စာမေးပွဲ အောင်စာရင်းတွေမှာကို ဇွန် ၂ ရက်၊ မနက် ၆	3
ယာယီတဲစခန်းနေ ဟိန္ဒူကလေး ၃၀၀ ကျော် ပညာသင်ကြားခွင့်ရရေး မျှော်လင့်	3
ရခိုင်ပြည်နယ်၊ မောင်တောမြို့ ထွေအုပ်ရုံးအနီး တန်းလျားနဲ့ ယာယီတဲစခန်းမှာ နေထိုင်ကြတဲ့ ဟိန္ဒူကလေး ၃၀၀ ကျော်ဟာ ပညာသင်ကြားခွင့်	3
ပညာရေးဘတ်ဂျက်၏ ၈၀ ရာခိုင်နှုန်းကို အခြေခံပညာအတွက် သုံးခဲ့ဟု ဝန်ကြီးပြော	3
ပြီးခဲ့တဲ့ ပညာသင်နှစ်က ပညာရေးဘတ်ဂျက်ရဲ့ ၈၀ ရာခိုင်နှုန်းကို အခြေခံပညာအတွက် သုံးခဲ့တယ်လို့ ပညာရေးဝန်ကြီးက ပြောပါတယ်။ မနေ့က	3
ကလေးတိုင်းကျောင်းအပ်နိုင်ရေး ဝိုင်းဝန်းကြိုးပမ်းပေးကြရန် ဦးဖြိုးမင်းသိန်း တိုက်တွန်း	3
ကလေးငယ်တွေရဲ့ ဘဝအတွက် ခိုင်မာတဲ့ပညာရေးစနစ်တခုဖြစ်လာရေး ကလေးတိုင်းကျောင်းအပ်နှံနိုင်ဖို့အတွက် ဝိုင်းဝန်းကြိုးပမ်းပေးကြဖို့ ဆရာ/ဆရာမကြီးတွေကို ရန်ကုန်တိုင်းဝန်ကြီးချုပ် ဦးဖြိုးမင်းသိန်းက တိုက်တွန်းလိုက်ပါတယ်။ အလုံမြို့နယ်၊	3
ပညာရေး သတင်းဓာတ်ပုံ	3
နိုင်ငံတဝန်း အခြေခံပညာစာသင်ကျောင်းများ စတင်ကျောင်းအပ်လက်ခံ (ဓာတ်ပုံ)	3
၂၀၁၈-၁၉ ပညာသင်နှစ်အတွက် မြန်မာတနိုင်ငံလုံးက အခြေခံပညာ စာသင်ကျောင်းတွေမှာ  ဒီကနေ့ မေလ ၂၅ ရက်မနက်က စပြီး	3
ပဲခူးအရှေ့ခြမ်းရှိကျောင်းများတွင် ရွေ့လျှားစာကြည့်တိုက်နှင့် စာအုပ်အငှားဝန်ဆောင်မှုပေးမည်  	3
  ပဲခူးတိုင်းအရှေ့ခြမ်းမှာရှိတဲ့ စာသင်ကျောင်းတွေမှာ ဇွန်လကစလို့ ကလေးတွေ စာဖတ်ရှိန်မြှင့်တင်နိုင်ဖို့ရည်ရွယ်ပြီး ရွေ့လျှားစာကြည့်တိုက်နဲ့ စာအုပ်အငှား ဝန်ဆောင်မှု ပေးသွားဖို့ရှိပါတယ်။	3
ကျောင်းအပ်နှံချိန် ငွေကြေးနှင့် လက်ဆောင်ပစ္စည်းများ မပေးကြရန် ပညာရေးဌာန မေတ္တာရပ်ခံ	3
လာမယ့်ကျောင်းအပ်နှံချိန် ကာလမှာ ကျောင်းသားမိဘတွေအနေနဲ့  ငွေကြေးနဲ့ လက်ဆောင်ပစ္စည်းတွေ မပေးကြဖို့နဲ့ ဆရာ၊ ဆရာမတွေကလည်း ဘယ်လို အခကြေးငွေမှ	3
KG သင်ရိုးသစ်တွင် ဂီတအပါအဝင် အနုပညာဘာသာရပ်များ ထည့်သွင်းသင်ကြား	3
အခြေခံပညာကျောင်းတွေရဲ့KG စနစ်သစ်သင်ရိုးတွေမှာ အခြေခံဘာသာရပ်တွေနဲ့ ဂီတ အပါအဝင် အခြားအနုပညာဘာသာရပ်တွေပါ ထည့်သွင်းသင်ကြားထားတယ်လို့ မွန်ပြည်နယ်ပညာရေးမှူးရုံးက ပြောပါတယ်။	3
ရန်ကုန်တိုင်းအစိုးရ ဝယ်ထားသည့် ကျောင်းကားများ ကျောင်း ၃ ကျောင်းတွင် ပြေးဆွဲမည်	3
ရန်ကုန်တိုင်းအစိုးရက ပြည်ပကနေ ဝယ်ထားတဲ့ ကျောင်းကြိုပို့ကားတွေကို အစိုးရစာသင်ကျောင်း သုံးကျောင်းမှာ ပြေးဆွဲမှာ ဖြစ်တယ်လို့ ရန်ကုန်တိုင်းဒေသကြီး အခြေခံပညာဦးစီးဌာနက	3
အထက်တန်းပြဆရာ၊ ဆရာမ ၁၇၀၀ ကျော်ကို ရန်ကုန်တက္ကသိုလ်တွင် မွမ်းမံသင်တန်းပို့ချနေ	3
မြန်မာတနိုင်ငံက အထက်တန်းပြဆရာ၊ ဆရာမဦးရေ ၁၇၀၀ ကျော်ကို မြန်မာနိုင်ငံ ဆရာ၊ဆရာမများ အဖွဲ့ချုပ်ကနေ ဦးဆောင်ပြီးဘာသာရပ်ဆိုင်ရာ မွမ်းမံသင်တန်းကို	3
အခြေခံပညာအတန်းများ အောင်စာရင်း ဧပြီ ၂၂ ရက် ထုတ်ပြန်မည်	3
၂ဝ၁၇ – ၂ဝ၁၈ ပညာသင်နှစ်အတွက် အခြေခံပညာအတန်းတွေရဲ့  အောင်စာရင်းတွေကို ဧပြီ ၂၂ ရက်မှာ ထုတ်ပြန်ကြေညာမယ်လို့	3
ဝန်ထမ်းလစာ ၂၀ ရာခိုင်နှုန်း တိုးမြှင့်ပေးမည်ဟု သမ္မတ ပြော	3
နိုင်ငံ့ဝန်ထမ်းလစာတွေကို တိုးမြှင့်ပေးသွားမှာဖြစ်ပြီး ဝန်ထမ်းအိမ်ရာတွေကိုလည်း တိုးမြှင့်တည်ဆောက်ပေးသွားမယ်လို့ သမ္မတ ဦးဝင်းမြင့်က ဒီနေ့ ပြောကြားလိုက်ပါတယ်။ ပြုပြင်ပြောင်းလဲမှုနှောင့်နှေးနေတဲ့ ဌာနတွေကို	3
ကျောင်းသားသမဂ္ဂနှင့် ဆရာဆရာမကိုယ်စားလှယ်များကို ပညာရေးဘုတ်အဖွဲ့တွင်ပါဝင်ခွင့်ပြုမည်	3
ကျောင်းသားသမဂ္ဂနဲ့ ဆရာ၊ ဆရာမများ အသင်းအဖွဲ့တွေက ကိုယ်စားလှယ်တွေကို သက်ဆိုင်ရာ တက္ကသိုလ်ကျောင်းတွေရဲ့ ပညာရေးဘုတ်အဖွဲ့ထဲမှာ ထည့်သွင်းဖို့	3
ကျောင်းပြင်ပ အလယ်တန်းပညာရေး ၂၀၂၀ ခုနှစ်ကစပြီး တိုးချဲ့ သင်ကြားမည်	3
  ကျောင်းပြင်ပ အလယ်တန်းပညာရေး ၂၀၂၀ ခုနှစ်ကစပြီး မြို့နယ်တွေ တိုးချဲ့သင်ကြားဖို့ စီစဉ်နေတယ်လို့ မြန်မာနိုင်ငံ စာတတ်မြောက်ရေးပင်မဌာန	3
ကယန်းဒေသတွင်း ဆရာလိုအပ်ချက်ဖြည့်နိုင်ရန် လူငယ်များမှ စေတနာ့ဝန်ထမ်းဆောင်ရွက်နေ	3
ကယန်းဒေသတွင်း စာသင်ကျောင်းတွေမှာ အစိုးရ ဆရာ၊ ဆရာမတွေ  အလုံအလောက်မရှိတာကို နှစ်စဉ် ကြုံနေရတာကြောင့် ဒီလိုအပ်ချက်ကို	3
ဥရောပနှင့်မြန်မာ တက္ကသိုလ်များ ပူးပေါင်း၍ ပညာရေး အဆင့်မြှင့်တင်ရန် စတင်ဆောင်ရွက်	3
ဥရောပ ၃ နိုင်ငံမှ တက္ကသိုလ်တွေနဲ့ မြန်မာတက္ကသိုလ်တွေ ပူးပေါင်းပြီး ပညာရေး အဆင့်မြှင့်တင်နိုင်ဖို့ စတင်ဆောင်ရွက်သွားမယ်လို့ သိရပါတယ်။	3
ကျောင်းသားသမဂ္ဂအဖွဲ့ဝင်အား တပ်တွင်းဝင်ခွင့်ပိတ်ခဲ့မှု တပ်မတော် ပြန်လည်ရှင်းလင်း	3
မကွေးတိုင်း၊ ပခုက္ကူတက္ကသိုလ် ကျောင်းသားသမဂ္ဂ အထွေထွေ အတွင်းရေးမှူး ကိုသက်မောင်မောင်ကို ဖခင်ဖြစ်သူ တာဝန်ထမ်းဆောင်နေတဲ့ တပ်မတော် အဝန်းအဝိုင်းထဲ	3
တက္ကသိုလ်ဝင်စာပေးပွဲ ဖြေဆိုချိန် မေးခွန်းအား အွန်လိုင်းပေါ်တင်သည့် အကောင့်ပိုင်ရှင်ကို အမှုဖွင့်	3
တက္ကသိုလ်ဝင်စာမေးပွဲ မေးခွန်းကို စာမေးပွဲဖြေနေချိန်အတွင်းမှာ အွန်လိုင်းပေါ်တင်လာတဲ့ အကောင့်ပိုင်ရှင်ကို အရေးယူပေးဖို့ ပဲခူးတိုင်း ပညာရေးမှူးရုံးက အမှုဖွင့်လိုက်ပါတယ်။	3
မြန်မာတပြည်လုံးတွင် စိတ်ကြိုက်မြန်မာစာဖြေဆိုသူ ၁ ဦးသာရှိ	3
၂၀၁၇-၁၈ပညာသင်နှစ် တက္ကသိုလ်ဝင်စာမေးပွဲမှာ  မြန်မာတနိုင်ငံလုံးမှာ စိတ်ကြိုက် မြန်မာစာဘာသာဖြေဆိုသူ တယောက်ပဲ ရှိတယ်လို့ မြန်မာနိုင်ငံစာစစ်ဦးစီးဌာနက ထုတ်ပြန်ပါတယ်။	3
မြန်မာလူငယ်များ ဂျပန်တွင် ပညာသင်ရန် ဒေါ်အောင်ဆန်းစုကြည်နှင့် ဂျပန်အဖွဲ့ ဆွေးနွေး	3
မြန်မာလူငယ်တွေကို ဂျပန်မှာ အသက်မွေးဝမ်းကျောင်းပညာ သင်ကြားပေးဖို့ ဒေါ်အောင်ဆန်းစုကြည်နဲ့ ဂျပန်စီးပွားရေးကိုယ်စားလှယ်အဖွဲ့တို့ ဆွေးနွေးခဲ့ကြပါတယ်။ မတ်လ ၁၂ ရက်က	3
ခံဝန်ထိုးစရာမလိုဘဲ ကျောင်းသား/သူ ၅၆ ဦး ကျောင်းပြန်တက်ခွင့်ရ	3
ပညာရေးအသုံးစရိတ် တိုးမြှင့်ပေးရေးတောင်းဆိုမှုပြုလုပ်ရာမှ ပညာသင်ကြားခွင့် ရပ်စဲခံထားရတဲ့ ကျောင်း သား၊ ကျောင်းသူ ၅၆ ဦးကို သက်ဆိုင်ရာတက္ကသိုလ်အသီးသီးက	3
မိုင်းတုံတွင် မိုင်းအန္တရာယ်ကင်းရှင်းရေး အသိပညာပေး	3
မိုင်းတုံတွင် မြို့နယ်ကြက်ခြေနီအသင်းက ကျေးရွာလူထုကို မိုင်းအန္တရာယ်ကင်းရှင်းရေး အသိပညာပေး ဟောပြောပွဲ ပြုလုပ်ပေးခဲ့ပါတယ်။ မြို့နယ်အတွင်းမှာရှိတဲ့ ကျေးရွာလူထုကို စစ်မက်ဖြစ်ပွားချိန်နဲ့	3
ပခုက္ကူတက္ကသိုလ် ကျောင်းသားများသမဂ္ဂကို ကျောင်းသားများ ဆန္ဒပြ	3
ပခုက္ကူတက္ကသိုလ် ကျောင်းသားများသမဂ္ဂကို ပခုက္ကူတက္ကသိုလ် ကျောင်းသား ၅၀ လောက်က ဖေဖော်ဝါရီ ၉ ရက် မနက်က	3
ကရင်ပြည်နယ်တွင် တက္ကသိုလ်ဝင်တန်း စာမေးပွဲအတွက် စာစစ်ဌာန ၅ ခု တိုးချဲ့ဖွင့်လှစ်	3
၂၀၁၇-၂၀၁၈ ပညာသင်နှစ်အတွက် ကရင်ပြည်နယ်အတွင်း တက္ကသိုလ်ဝင်တန်း စာမေးပွဲ ဖြေဆိုရာမှာ ဝေးလံပြီး၊ လမ်းပန်းဆက်သွယ်ရေး ခက်ခဲတဲ့ဒေသက ကျောင်းသား	3
ကော့သောင်းတွင် ကျောင်းသားများ လိုက်ပါလာသည့် လှေနစ်မြုပ်	3
တနင်္သာရီတိုင်း၊ ကော့သောင်းမြို့ စူငယ်ဘာလိုင်းကျေးရွာအုပ်စု ဝါးကျွန်းကျေးရွာကနေ အမက(မူလွန်) ပုလောဘာလိုင်းကျေးရွာကို ကျောင်းတက်ဖို့သွားတဲ့ ကျောင်းသူ/သားတွေပါတဲ့ လှေတစီး ဖေဖော်ဝါရီ	3
မြန်မာနိုင်ငံ၏မြို့တော် နေပြည်တော်တွင် ပထမဆုံး တက္ကသိုလ်တခု ဖွင့်လှစ်မည်	3
နေပြည်တော်မှာ အသက်မွေးဝမ်းကျောင်းပညာပေါင်းစုံ၊ လုပ်ငန်းခွင် အတတ်ပညာပေါင်းစုံ သင်ကြားပေးမယ့် Comprehensive University တခု ဖွင့်ပေးဖို့ရှိတယ်လို့ ပညာရေးဝန်ကြီးဌာန	3
နိုင်ငံတဝန်း ကျေးရွာ စာကြည့်တိုက်များ ဖွင့်လှစ်ပေးရန် လိုအပ်	3
နိုင်ငံတဝန်းရှိ ကျေးရွာတွေမှာ စာကြည့်တိုက်တွေ ဖွင့်လှစ်ပေးဖို့ လိုအပ်တယ်လို့  မြင်းခြံမြို့ အမျိုးသားလွှတ်တော်ကိုယ်စာလှယ် ဦးအောင်မျိုးလတ်က ပြောဆိုလိုက်ပါတယ်။ မန္တလေးတိုင်းဒေသကြီး၊	3
ပညာရေး သတင်း ငြိမ်းချမ်းရေး	3
လူငယ်များ ငြိမ်းချမ်းရေးဖြစ်စဉ်တွင် ပိုမိုပါဝင်နိုင်ရန် သင်တန်းပို့ချ	3
မြန်မာနိုင်ငံရဲ့ ငြိမ်းချမ်းရေး ဖြစ်စဉ်တွေမှာ လူငယ်တွေ ပိုမိုပါဝင်လာစေဖို့အတွက်  ငြိမ်းချမ်းရေး အသိပညာပေးခြင်းနဲ့ ပဋိပက္ခ ပြေငြိမ်းရေးဆိုင်ရာ အသိပညာပေး	3
ကျောင်းထုတ်ခံရသူများအား ကျောင်းပြန်တက်ခွင့်ပေးရန် စစ်ကိုင်းပညာရေးတက္ကသိုလ်တွင် ဆန္ဒပြ	3
ပညာရေးစရိတ် တိုးမြှင့်ပေးရေးအတွက် ဆန္ဒပြ တောင်းဆိုတဲ့အတွက် ကျောင်းထုတ်ခံခဲ့ရတဲ့ ကျောင်းသား ၄၈ ယောက်ကို အမြန်ဆုံး ကျောင်းပြန်တက်ခွင့်ပေးဖို့	3
ကျောင်းထုတ်ခံရသူများကို အမြန်ဆုံးကျောင်းပြန်တက်ခွင့်ပေးရန် NNER တောင်းဆို	3
  သင်တန်းရပ်စဲခံရတဲ့ မန္တလေးရတနာပုံတက္ကသိုလ်က ကျောင်းသူကျောင်းသားအားလုံးကို ကန့့်သတ်ချုပ်ချယ်မှုတွေမရှိဘဲ ဂုဏ်သိက္ခာရှိစွာ အမြန်ဆုံးကျောင်းပြန်တက်ခွင့်ပေးဖို့ ပညာရေးစနစ်ပြုပြင်ပြောင်းလဲရေး နိုင်ငံလုံးဆိုင်ရာကွန်ရက် (NNER)က	3
ကော့သောင်းတွင် ကလေးစာပေပွဲတော် ကျင်းပ	3
ကော့သောင်းမှာ ကလေးစာပေပွဲတော်ကို ဒီဇင်ဘာ ၂၉ ရက် မနက်ပိုင်းက အမှတ် (၁) အခြေခံပညာအထက်တန်းကျောင်းမှာ ကျင်းပပြုလုပ်ခဲ့ပါတယ်။	3
ရန်ကုန်တက္ကသိုလ် ရာပြည့်အကြို မြန်မာစာသုတေသန စာတမ်းဖတ်ပွဲ ကျင်းပ	3
ရန်ကုန်တက္ကသိုလ် ရာပြည့်အကြို၊ မြန်မာစာဌာန တည်ထောင်တဲ့ ၇၆ နှစ်မြောက် အထိမ်းအမှတ် မြန်မာစာသုတေသနစာတမ်းဖတ်ပွဲကို ရန်ကုန်တက္ကသိုလ်၊	3
တနှစ်ကျော်အတွင်း ပညာရေးဝန်ထမ်း ၈၀၀ ကျော် အရေးယူခံရ	3
တနှစ်ကျော်ကာလအတွင်းမှာ ပညာရေးဝန်ထမ်းပေါင်း ၈၀၀ ကျော် အရေးယူ အပြစ်ပေးခံခဲ့ရတယ်လို့ ပညာရေးဝန်ကြီးဌာနက ထုတ်ပြန်ပါတယ်။ ၂၀၁၆ ခုနှစ်	3
တအာင်းရုံးသုံးစာ ပြည်သူအသိပေးပွဲနှင့် မီဒီယာတွေ့ဆုံပွဲကို လားရှိုးတွင် ပြုလုပ်	3
ရှမ်းပြည်နယ်မြောက်ပိုင်း လားရှိုးမြို့ နယူးပဲလေ့ဟိုတယ်တွင် တအာင်းလူမျိုးတို့ အတည်ပြု သတ်မှတ်ထားတဲ့ တအာင်းရုံးသုံးစာ ပြည်သူ အသိပေးပွဲနဲ့ မီဒီယာတွေ့ဆုံပွဲကို	3
၂၀၁၈-၂၀၁၉ ပညာသင်နှစ်တွင် ဒုတိယတန်းသင်ရိုးသစ် သင်ကြားနည်းစနစ်သင်တန်း ပို့ချမည်	3
၂၀၁၈-၂၀၁၉ ပညာသင်နှစ်မှာ စတင်အကောင်အထည်ဖော်မယ့် ဒုတိယတန်း သင်ရိုးသစ်အတွက် တစ်နိုင်ငံလုံးက မူလတန်းပြဆရာ ဆရာမအားလုံးကို သင်ကြားနည်းစနစ်သင်တန်း	3
အစိုးရကျောင်းများတွင် တိုင်းရင်းသားစာပေ ရေရှည်သင်ကြားနိုင်ရေးအခက်အခဲများရှိနေ	3
အစိုးရ အခြေခံပညာစာသင်ကျောင်းတွေမှာ တိုင်းရင်းသားစာပေသင်ကြားပေးနေတာမှာ အခက်အခဲတွေရှိနေပြီး အစိုးရက ပိုထိရောက်အောင် ဆောင်ရွက်ပေးဖို့လိုတယ်လို့ တိုင်းရင်းသားစာပေနဲ့ ယဉ်ကျေးမှုအဖွဲ့ တာဝန်ရှိသူတွေက	3
ပညာရေး သတင်း သတင်းမီဒီယာ	3
မာလ်တီမီဒီယာ အကယ်ဒမီသတင်းစာပညာသင်တန်း စလျှောက်နိုင်	3
ချင်းမိုင်တက္ကသိုလ်နဲ့ ဒီဗွီဘီမီဒီယာတို့ ပူးပေါင်းစီစဉ်ဖွင့်လှစ်မယ့်  မာလ်တီမီဒီယာ အကယ်ဒမီ သတင်းစာပညာသင်တန်းအတွက် စတင်လျှောက်ထားနိုင်ပြီ ဖြစ်ပါတယ်။ သင်တန်းကာလ- သင်တန်းကာလ	3
လူ့အခွင့်အရေး ပညာပေးလုပ်ငန်းများ ကျောင်းသင်ရိုးညွှန်းတမ်းတွင် ပြဋ္ဌာန်းပေးရန် တောင်းဆို	3
လူ့အခွင့်အရေး ပညာပေးလုပ်ငန်းတွေကို ကျောင်းသင်ရိုးညွန်းတမ်းတွေမှာ ပြဋ္ဌာန်းပေးဖို့နဲ့ ဝန်ထမ်းနဲ့ ပြည်သူတွေအကြား ပညာပေးတာကို တိုးမြှင့်ဆောင်ရွက်ဖို့ လူ့အခွင့်အရေး လှုပ်ရှားနေတဲ့	3
အကျဉ်းသား ကျောင်းသား ၁၃ ဦး အဝေးသင်တက္ကသိုလ်စာမေးပွဲ ဖြေဆိုခဲ့	3
၂၀၁၇ ခုနှစ်၊ နိုဝင်ဘာလ ၂၂ ရက်နေ့ကနေ ၂၉ ရက်နေ့ထိ ကျင်းပတဲ့ အဝေးသင်တက္ကသိုလ် စာမေးပွဲမှာ	3
အလွတ်ကျက်ပညာရေးစနစ် မဖြစ်မနေ ပြောင်းရမည်ဟု  ဒေါ်အောင်ဆန်းစုကြည် ပြော	3
အမြစ်တွယ်နေတဲ့ အလွတ်ကျက်မှတ်ရတဲ့ ပညာရေးစနစ်ကနေ စဉ်းစားတွေးခေါ်မှုကို အခြေခံတဲ့ ပညာရေးစနစ်ဆီကို မဖြစ်မနေ ပြုပြင်ပြောင်းလဲရမယ်လို့ နိုင်ငံတော်၏ အတိုင်ပင်ခံပုဂ္ဂိုလ်	3
စာသင်ကျောင်း ၃၁ ကျောင်း၌ အွန်လိုင်းအသုံးပြု Tablet များဖြင့် ပညာသင်ကြားပေးနေ	3
မြန်မာနိုင်ငံမှာ Tablet နဲ့ ပညာသင်ကြားနေတဲ့ စာသင်ကျောင်း ၃၁ ကျောင်းရှိပြီး အခြေခံပညာဦးစီးဌာန၊ Errison ကုမ္ပဏီ၊	3
ဂျပန်ပြည်သူများ လှူဒါန်းသော ကျောင်းဆောင်သစ်အား ပညာရေးဌာနသို့ လွဲှပြောင်းပေးအပ်	3
ပဲခူးတိုင်းဒေသကြီး၊ ညောင်လေးပင်မြို့နယ် ငါးပြေမကျေးရွာမှာ ဂျပန်ပြည်သူတွေ ဆောက်လုပ်လှူဒါန်းတဲ့ ကျောင်းဆောင်သစ်ကို အောက်တိုဘာ ၁၈ ရက် မနက်	3
ပညာရေး လူမှုရေး သတင်း	3
မုံရွာမြို့တွင် ကလေးစာပေပွဲတော် ကျင်းပ	3
စစ်ကိုင်းတိုင်းဒေသကြီး၊ မုံရွာမြို့၊ မုံရွာတက္ကသိုလ် ဘက်စုံခန်းမမှာ ပြန်ကြားရေး ဝန်ကြီးဌာန၊ ပညာရေးဝန်ကြီးဌာနနှင့် တိုင်းဒေသကြီးအစိုးရအဖွဲ့တို့ ပူးပေါင်းကျင်းပတဲ့	3
ပညာရေး လူမှုရေး သတင်း	3
ပဲခူးတိုင်းဒေသကြီးတခုလုံးတွင် ပဲစားပွဲများ ပြုလုပ်သွားမည်ဟု ဝန်ကြီးချုပ်ပြော	3
  အိန္ဒိယနိုင်ငံက ပြည်တွင်းပဲတွေကို အဝယ်ပိတ်ထားလိုက်တာကြောင့် ပဲစိုက်တောင်သူတွေ အခက်အခဲဖြစ်နေကြရအတွက် ပဲကို ကိုယ့်ပြည်တွင်းမှာ အဝယ်လိုက်အောင် ပဲစားပွဲတော်တွေ	3
အနာဂတ် ကလေးငယ်များကို ထောက်ပံ့နိုင်မည့်ပညာရေးက အရေးကြီးဟု ဝန်ကြီးပြော	3
ကမ္ဘာနိုင်ငံအသီးသီးက လက်ခံတဲ့ လူမှုစီးပွားရေး ဖွံ့ဖြိုးတိုးတက်ပြီး အနာဂတ် ကလေးငယ်တွေကို ထောက်ပံ့နိုင်မယ့် ပညာရေးက အင်မတန်အရေးကြီးတယ်လို့ အခြေခံစာတတ်မြောက်ရေး	3
ပညာရေး အလုပ်သမား	3
မြိတ်မြို့တွင် အလုပ်သမားရေးရာ အသိပညာပေး ဆွေးနွေးပွဲကျင်းပ	3
မြိတ်မြို့တွင် အလုပ်သမားရေးရာအသိပညာ ပေးဆွေးနွေးပွဲကို အောက်တိုဘာ ၁၄ ရက်က ပုလဲရတနာခန်းမမှာ ကျင်းပခဲ့တယ်လို့ သိရပါတယ်။ မြိတ်ခရိုင်အတွင်းရှိ	3
စာတတ်မြောက်ရေးလုပ်ငန်းခွင်ဝင် ကျောင်းသားကျောင်းသူများကို ကူညီရန် တိုက်တွန်း	3
စာတတ်မြောက်ရေး လုပ်ငန်းခွင်ဝင် လုပ်အားပေး ကျောင်းသား ကျောင်းသူတွေအပေါ် ထားတဲ့ ရပ်ရွာရဲ့ စေတနာ မေတ္တာက အင်မတန်မှ	3
တက္ကသိုလ်ကောလိပ်များ၌ ပါမောက္ခများအပါအဝင် နေရာပေါင်း တသောင်းကျော် လစ်လပ်နေ	3
  ဝိဇ္ဇာ/သိပ္ပံတက္ကသိုလ်နဲ့ ဒီဂရီကောလိပ်တွေမှာ ပါမောက္ခ၊ တွဲဖက်ပါမောက္ခတွေအပါအဝင် ရာထူးနေရာပေါင်း တသောင်းကျော် လစ်လပ်နေတယ်လို့ အဆင့်မြင့်ပညာဦးစီးဌာနက ကြေညာ	3
ကျောင်းသား ၂ ဦးအား အချက် ၅၀ ကျော် ရိုက်နှက်ခဲ့မှု ပညာရေးမှူးရုံးက စစ်ဆေး	3
ကသာမြို့နယ်မှာ ကျောင်းသားနှစ်ယောက်ကို အချက် ၅၀ ကျော်ရိုက်နှက်ခဲ့တာနဲ့ ပတ်သက်ပြီး မြို့နယ်ပညာရေးမှူးရုံးက ဒီနေ့ သွားရောက်	3
တိုင်းရင်းသားစာပေသင်ကြားသည့် ဆရာ၊ဆရာမများကို အစိုးရဝန်ထမ်းအဖြစ် တရားဝင်ခန့်မည်	3
မြန်မာတနိုင်ငံလုံးက အခြေခံပညာကျောင်းတွေမှာ တိုင်းရင်းသားဘာသာ သင်ကြားပေးနေတဲ့ ဆရာ၊ ဆရာမတွေကို အစိုးရဝန်ထမ်းအဖြစ် တရားဝင်ခန့်အပ်သွားမယ်လို့ သိရပါတယ်။ တိုင်းရင်းသားစာပေတွေကို	3
ပညာရေးသီးသန့်ရုပ်သံလိုင်းထုတ်လွှင့်ရန် ပြည်သူ့လွှတ်တော်အတည်ပြု	3
